1982,24,6,0
1982,3,1,0
1982,1,0,0
1982,1,0,0
1982,43,3,1
1982,9,2,1
1982,39,12,2
1982,43,8,1
1982,48,14,2
1982,61,20,8
1982,2,0,0
1982,2,0,1
1982,23,12,1
1982,25,4,3
1982,9,0,1
1982,26,9,0
1982,11,0,0
1982,213,128,11
1982,277,387,69
1982,35,22,1
1982,71,24,16
1981,4,4,0
1981,77,9,9
1981,163,92,19
1981,3,0,0
1981,40,15,1
1981,35,11,1
1981,2,0,0
1981,6,3,0
1991,31,0,0
1981,2,0,0
1981,21,4,2
1981,2,0,0
1981,1,0,0
1981,11,2,2
1981,4,2,0
1981,1,0,0
1981,17,2,0
1981,20,1,2
1981,25,2,0
1981,11,0,0
1981,23,3,2
1981,101,45,14
1981,13,1,0
1981,53,20,5
1981,6,0,0
1981,7,1,0
1901,24,15,8
1901,47,39,2
1901,638,435,97
1901,61,51,6
1901,17,5,3
1901,123,76,16
1901,253,160,24
1901,305,189,39
1901,107,65,9
1901,24,8,4
1901,53,20,2
1901,1127,828,130
1901,18,8,1
1900,49,9,10
1900,111,87,15
1900,22,14,5
1900,529,426,24
1900,41,16,1
1900,414,410,51
1900,19,6,0
1900,47,14,4
1900,13,1,1
1900,29,12,3
1900,417,137,15
1900,8,2,0
1900,14,3,4
1900,166,57,12
1900,66,7,2
1900,34,7,2
1900,230,82,11
1900,6,2,1
1900,44,6,6
1900,14,2,0
1900,3,1,0
1900,1,0,0
1900,46,12,4
1900,12,2,2
1900,17,4,2
1900,4,0,1
1900,2,1,1
1900,9,2,0
1900,31,26,2
1900,11,5,4
1900,16,2,1
1900,3,0,0
1900,8,0,0
1900,6,2,0
1846,11,3,0
1846,8,1,2
1846,30,10,0
1846,148,79,2
1846,10,4,1
1846,18,0,0
1846,17,2,0
1846,1,0,0
1846,1,0,0
1846,3,0,0
1846,28,7,1
1846,180,102,15
1846,62,43,8
1846,59,34,7
1846,63,20,2
1846,356,279,76
1846,68,19,4
1846,185,84,40
1846,0,0,1
1846,49,17,2
1846,31,14,2
1846,18,4,0
1846,5,0,0
1846,36,18,2
1846,16,15,2
1846,9,8,2
1846,55,20,5
1846,17,5,0
1846,39,20,5
1846,136,98,16
1846,62,52,7
1846,14,5,2
1846,189,123,27
1846,64,43,10
1846,37,10,0
1846,57,32,6
1846,213,159,27
1846,35,22,3
1846,56,35,3
1846,87,56,18
1846,698,535,103
1846,14,9,1
1846,5,0,1
1846,10,0,0
1846,109,31,3
1846,9,1,0
1846,88,72,20
1814,33,22,5
1814,526,161,84
1814,24,22,3
1814,455,316,51
1814,109,87,6
1814,22,8,1
1814,13,7,0
1814,6,0,0
1814,1087,545,81
1814,335,270,29
1814,182,170,39
1814,9,2,0
1814,259,197,26
1814,20,6,3
1814,206,196,28
1814,1407,1532,190
1820,420,351,37
1814,5,0,0
1814,6,1,0
1814,293,240,24
1814,94,59,19
1814,428,309,51
1814,601,423,123
1814,73,48,6
1814,14,6,1
1814,6,1,2
1814,435,443,35
1814,6,12,1
1814,233,170,26
1814,24,11,1
1814,1838,1502,217
1814,949,922,105
1813,4,2,0
1813,232,138,18
1813,867,763,172
1813,32,25,2
1813,7,3,0
1813,22,9,2
1813,290,333,34
1813,119,90,3
1813,32,15,4
1813,142,110,13
1813,113,69,10
1813,251,233,25
1813,25,14,1
1813,79,66,9
1813,111,122,16
1794,1,1,0
1794,2,1,0
1794,40,35,12
1794,13,15,0
1794,1,1,0
1794,10,3,0
1794,2,0,0
1794,2,2,0
1794,2,0,0
1794,13,2,0
1794,5,0,0
1794,102,50,3
1794,9,1,0
1794,1238,1155,115
1794,19,13,0
1794,11,5,0
1794,11,9,0
1794,11,5,3
1794,7,1,0
1794,80,63,9
1794,79,52,12
1794,8,1,0
1794,84,84,7
1794,2,0,0
1794,56,37,8
1794,38,6,2
1794,1,1,1
1794,35,17,3
1794,6,4,1
1794,5,1,2
1794,12,6,0
1794,2,1,0
1794,215,115,19
1794,1,1,0
1794,12,3,0
1794,5,1,1
1794,7,2,0
1794,10,0,1
1794,2,0,0
1794,6,7,5
1794,2,0,0
1794,19,4,0
1794,11,3,0
1794,4,3,0
1794,28,20,5
1794,85,27,38
1794,38,29,3
1764,55,32,6
1764,2,2,0
1764,6,0,1
1764,130,132,10
1764,2,1,0
1764,8,8,1
1860,2,1,0
1764,17,6,2
1764,3,2,0
1764,23,3,1
1764,20,3,3
1764,3,3,0
1764,245,106,11
1764,10,5,1
1764,3,1,0
1764,24,5,3
1764,82,36,0
1764,114,50,7
1764,23,3,1
1764,2,0,0
1764,153,98,8
1764,7,1,2
1764,406,167,59
1764,7,0,0
1764,1,1,0
1764,37,10,2
1754,412,325,24
1764,3,0,0
1764,10,1,5
1764,10,1,0
1764,3,2,1
1764,19,6,1
1764,5,0,0
1764,74,23,1
1764,1,1,0
1764,8,1,0
1764,31,14,0
1764,26,5,1
1764,5,12,6
1764,3,1,0
1738,21,7,5
1764,6,5,1
1764,40,34,2
1764,1,1,0
1764,5,2,0
1764,5,5,1
1764,9,1,0
1739,52,25,5
1739,15,3,1
1739,360,246,35
1739,6,5,0
1739,163,83,2
1739,11,8,2
1739,8,1,0
1739,42,24,4
1739,7,2,0
1739,96,45,6
1739,13,11,2
1739,15,8,1
1739,32,8,1
1739,188,150,17
1739,100,64,11
1739,24,7,1
1739,42,29,1
1739,60,25,5
1739,33,30,2
1739,270,210,37
1739,4366,3530,554
1739,171,92,9
1739,9,2,0
1739,43,26,3
1739,26,12,1
1739,13,8,1
1739,15,5,2
1739,5,0,0
1739,1148,865,101
1739,5,1,1
1739,4,0,0
1739,17,19,6
1739,400,333,34
1739,201,156,16
1739,34,17,2
1739,663,513,135
1739,18,9,1
1739,298,241,25
1739,2,0,0
1739,147,116,18
1739,5529,4303,636
1739,42,16,2
1739,27,12,2
1739,2,2,0
1739,88,36,9
1739,7,1,0
1739,18,9,1
1717,72,36,2
1717,1134,1432,236
1717,13,6,0
1717,1174,980,185
1717,8,1,0
1717,63,44,7
1717,46,20,4
1717,23,5,0
1717,1,1,0
1717,7,3,0
1717,7,1,0
1717,28,15,0
1717,1,1,0
1717,45,24,1
1717,25,10,1
1717,6,1,0
1717,1,2,0
1717,86,53,16
1717,10,4,1
1717,1,1,0
1717,8,7,0
1717,11,10,1
1717,6,1,0
1717,522,616,49
1717,139,103,5
1717,14,7,3
1717,4,0,0
1717,9,1,0
1717,25,6,3
1717,1,2,0
1717,40,31,3
1717,111,58,29
1717,5,3,0
1717,3,0,1
1717,1,1,0
1717,99,66,24
1717,146,86,10
1717,62,46,18
1717,94,65,13
1717,75,30,2
1717,5,0,0
1717,15,3,1
1717,67,14,2
1717,1,1,0
1717,29,11,6
1717,4,0,0
1717,28,12,2
1698,22,9,2
1698,18,6,3
1698,24,11,7
1698,535,311,31
1698,81,81,5
1698,18,11,1
1698,3,1,0
1698,67,34,11
1698,56,62,5
1698,853,680,169
1698,4,1,1
1698,144,65,1
1698,206,117,7
1698,304,289,42
1698,409,296,27
1698,544,454,50
1698,2,0,0
1698,14,8,0
1698,102,48,21
1698,192,157,23
1698,9,1,0
1698,25,19,0
1698,23,14,2
1698,161,136,11
1698,17,4,0
1698,4,0,0
1698,50,43,14
1698,10,10,2
1698,5,0,0
1690,1060,741,126
1698,13,2,0
1698,40,21,2
1698,47,40,1
1631,4,1,1
1698,708,589,57
1698,244,173,49
1698,4,0,0
1698,29,15,2
1698,23,9,0
1698,7,2,1
1698,82,53,13
1698,275,246,22
1698,6,0,0
1698,2,1,0
1698,1018,375,64
1698,18,9,1
1698,94,27,2
1680,478,443,63
1680,3,1,0
1680,246,161,8
1680,33,20,3
1680,0,0,1
1680,137,109,19
1680,3,1,1
1680,8,0,0
1680,5,1,0
1680,2,0,0
1680,938,997,161
1680,12,12,0
1680,0,1,0
1680,6,2,1
1680,3,1,0
1680,30,14,1
1680,2,0,0
1680,65,40,5
1680,37,31,3
1680,12,10,1
1680,14,5,0
1680,49,16,5
1680,69,58,8
1680,36,18,5
1680,45,2,1
1680,10,5,0
1680,172,189,14
1680,145,118,9
1680,44,19,4
1680,21,3,3
1680,4,0,1
1680,141,73,11
1680,45,22,7
1680,12,6,1
1680,467,394,50
1680,12,6,1
1680,1276,1367,159
1680,27,15,6
1680,96,63,5
1680,30,12,1
1680,27,24,2
1680,2669,2431,391
1680,29,47,12
1680,24,10,1
1680,278,313,16
1680,1441,1159,109
1680,74,108,9
1664,0,1,0
1664,8,1,0
1664,50,11,0
1657,40,15,2
1664,0,1,0
1664,2,1,0
1664,254,276,30
1664,14,20,1
1664,61,22,3
1664,13,9,2
1664,45,24,8
1664,6,9,0
1664,10,6,1
1664,0,1,0
1664,13,9,0
1664,13,7,0
1664,487,616,92
1664,281,181,11
1664,8,2,0
1678,271,148,22
1664,4,0,0
1664,0,2,1
1664,6,1,0
1664,35,28,4
1664,5,0,0
1664,4,0,0
1664,154,130,12
1664,471,391,46
1664,0,1,0
1664,32,13,0
1664,304,256,51
1664,349,287,30
1664,20,13,4
1664,0,1,0
1664,1,2,0
1664,31,31,9
1664,31,23,0
1664,35,6,2
1664,336,251,30
1664,0,1,0
1664,148,141,23
1664,25,16,4
1664,7,1,1
1664,3,1,0
1664,58,41,10
1664,146,106,12
1664,580,497,64
1650,2,0,2
1621,36,13,5
1650,4,0,0
1650,96,73,7
1650,5,7,2
1650,0,1,0
1650,316,222,19
1650,3,3,0
1650,20,4,1
1650,7,0,1
1650,339,256,20
1650,8,4,0
1650,0,1,0
1650,495,424,64
1650,42,12,5
1650,98,58,8
1650,1,1,0
1650,7,2,0
1650,1,0,0
1650,17,10,0
1650,114,72,5
1650,4,1,0
1650,166,109,17
1650,6,5,0
1650,0,1,0
1650,6,1,0
1650,22,18,1
1650,142,211,18
1650,116,91,11
1650,68,28,1
1650,24,19,2
1650,74,67,6
1650,1,1,0
1650,0,1,0
1650,36,26,6
1650,0,1,0
1650,0,1,0
1650,20,10,0
1650,92,50,2
1650,0,1,0
1650,0,1,0
1650,369,261,37
1650,2,0,0
1650,22,2,0
1650,173,104,14
1650,27,23,1
1650,35,45,4
1638,0,1,0
1638,8,3,1
1638,0,1,0
1638,5,7,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1467,0,2,0
1638,17,3,0
1638,0,1,0
1638,0,1,0
1638,523,624,60
1638,0,1,0
1638,1,2,0
1638,0,1,0
1638,2,4,0
1638,0,1,0
1638,0,1,0
1638,8,4,0
1638,12,3,0
1638,250,161,17
1638,0,1,0
1638,12,4,0
1638,4,0,0
1638,0,1,0
1638,0,1,0
1638,0,1,0
1638,13,5,0
1638,1,0,0
1638,0,1,0
1638,4,0,0
1638,1,2,0
1638,0,1,0
1638,2,0,0
1638,0,1,0
1638,10,7,2
1638,0,1,0
1638,4,0,0
1638,0,1,0
1638,0,1,0
1627,30,30,0
1627,61,51,5
1627,7,2,1
1627,224,182,31
1627,58,52,11
1627,4,1,0
1627,151,115,16
1627,173,208,13
1627,9,4,1
1627,196,129,19
1627,14,8,1
1627,3192,3055,218
1627,771,602,41
1627,837,1131,86
1627,496,412,51
1627,1419,1106,92
1627,9,0,0
1627,32,24,2
1627,130,49,6
1627,4,2,0
1627,69,52,4
1627,5,2,0
1627,3,0,0
1627,133,91,16
1627,31,21,4
1621,61,51,14
1627,20,5,0
1627,119,59,13
1627,447,451,32
1627,311,355,46
1627,205,162,6
1627,57,23,3
1627,98,87,15
1627,19,8,1
1627,18,8,2
1627,2165,1606,409
1627,85,49,5
1627,290,223,44
1627,18,2,2
1627,89,23,1
1627,1279,773,77
1627,44,46,4
1627,368,285,33
1627,144,126,9
1627,303,300,34
1627,69,57,4
1627,147,55,9
1616,10,4,0
1616,186,164,11
1616,1,0,0
1616,10,6,0
1616,0,1,0
1616,107,103,9
1616,234,180,16
1616,7,0,0
1616,64,43,2
1616,13,10,1
1616,313,246,33
1616,20,13,4
1616,5,4,1
1616,1,3,0
1616,9,6,0
1616,24,13,5
1616,5,0,0
1616,4,1,0
1616,0,1,0
1616,240,185,15
1616,3,0,0
1616,16,10,2
1616,923,797,64
1616,0,1,0
1616,278,205,30
1616,95,54,13
1616,6,0,0
1616,24,8,1
1616,3,0,0
1616,1,0,0
1616,9,6,0
1616,136,101,3
1616,35,24,2
1616,10,4,0
1616,81,36,4
1616,350,300,24
1616,648,521,58
1616,32,16,3
1616,13,8,1
1616,56,49,14
1616,24,15,2
1616,7,5,0
1616,5,0,0
1616,334,283,17
1616,39,38,6
1616,10,5,0
1616,18,19,2
1606,68,53,7
1606,5,1,0
1606,6,3,0
1606,17,11,1
1606,53,34,2
1606,64,53,7
1606,33,53,0
1606,61,77,6
1606,112,119,27
1606,137,117,12
1606,2143,1968,263
1606,187,140,23
1606,71,52,6
1606,2209,1667,166
1606,2197,1895,190
1606,65,22,7
1606,9,6,1
1606,40,25,3
1606,176,193,24
1606,41,31,3
1606,1370,689,147
1606,454,404,35
1606,10,12,1
1606,181,269,14
1606,428,378,36
1606,23,15,2
1606,117,96,10
1606,289,213,19
1606,27,25,5
1606,52,37,2
1605,5,3,0
1605,5,0,1
1605,32,24,4
1605,6,3,1
1605,2,0,0
1605,39,19,4
1605,600,488,46
1605,738,546,56
1605,164,132,13
1605,28,26,5
1605,539,437,35
1605,32,32,1
1605,242,231,41
1605,487,663,42
1605,601,453,56
1605,279,194,16
1605,1980,1876,232
1596,318,307,31
1596,6,2,0
1596,34,32,4
1596,36,17,1
1596,5,2,0
1596,37,40,12
1596,58,27,2
1596,55,44,2
1596,2,0,1
1596,73,38,1
1596,526,311,73
1596,127,121,11
1596,240,256,62
1596,82,52,3
1596,316,233,8
1596,22,20,3
1596,333,231,30
1596,232,136,21
1596,495,264,12
1596,489,502,70
1596,131,108,17
1596,31,18,1
1596,28,18,4
1596,124,104,9
1596,273,254,19
1596,1656,1513,149
1596,82,189,4
1596,545,455,40
1596,54,40,6
1596,151,79,14
